PEDIDO_ID,PEDIDO_DATA,COD CLIENTE,COD_VENDEDOR,COD PRODUTO,QUANTIDADE PRODUTO,VALOR PRODUTO
14433,29/01/2017,486,44,9,1,2.319
14434,17/06/2020,14,262,11,1,2.789
14435,18/12/2016,169,283,23,4,4.27
14436,10/04/2016,381,106,22,4,8.279
14437,27/08/2018,18,284,8,2,5.389
14438,11/03/2015,186,276,3,3,4.269
14439,13/01/2016,448,258,18,1,4.561
14440,27/08/2017,52,53,12,1,1.899
14441,01/09/2015,293,264,23,4,4.27
14442,21/03/2020,110,152,6,2,1.589
14443,01/11/2016,469,117,23,1,4.27
14444,12/05/2018,265,9,2,4,2.789
14445,10/08/2019,173,25,19,1,4.879
14446,30/10/2016,90,295,7,2,2.919
14447,15/10/2020,397,92,11,4,2.789
14448,01/07/2015,337,299,19,2,4.879
14449,06/05/2016,398,231,8,4,5.389
14450,24/02/2018,220,31,17,3,4.719
14451,19/02/2017,325,9,15,1,6.219
14452,18/03/2015,106,155,8,2,5.389
14453,15/06/2020,228,146,16,4,5.109
14454,21/09/2018,410,85,7,1,2.919
14455,02/01/2016,13,90,9,1,2.319
14456,02/07/2019,173,155,19,2,4.879
14457,21/09/2016,35,61,21,2,6.119
14458,03/11/2019,493,237,23,3,4.27
14459,14/04/2015,262,91,12,4,1.899
14460,25/12/2020,23,7,23,2,4.27
14461,13/06/2018,2,37,10,2,3.131
14462,06/02/2018,191,71,11,1,2.789
14463,27/09/2018,370,121,19,1,4.879
14464,24/02/2018,251,222,13,3,3.279
14465,21/10/2020,375,138,6,1,1.589
14466,21/01/2018,291,149,13,2,3.279
14467,02/01/2019,331,119,18,1,4.561
14468,10/05/2015,220,80,12,3,1.899
14469,21/08/2016,208,124,12,2,1.899
14470,15/01/2019,66,283,10,2,3.131
14471,26/02/2018,6,275,23,3,4.27
14472,23/03/2017,364,34,7,2,2.919
14473,09/03/2020,37,19,5,1,1.229
14474,14/08/2020,192,68,16,3,5.109
14475,18/09/2018,418,72,16,2,5.109
14476,11/03/2016,120,288,21,2,6.119
14477,16/12/2016,474,138,17,1,4.719
14478,30/11/2016,298,48,17,4,4.719
14479,04/07/2017,123,103,9,4,2.319
14480,04/03/2017,403,243,11,1,2.789
14481,30/10/2015,336,93,4,4,4.149
14482,03/09/2017,296,30,2,1,2.789
14483,08/03/2015,402,247,7,1,2.919
14484,31/05/2017,437,5,6,4,1.589
14485,21/09/2019,158,164,15,2,6.219
14486,14/11/2019,462,232,23,3,4.27
14487,18/03/2017,53,131,14,1,3.519
14488,17/09/2019,408,292,13,1,3.279
14489,03/09/2018,147,195,15,3,6.219
14490,18/01/2015,56,94,5,4,1.229
14491,26/05/2019,231,46,2,4,2.789
14492,08/09/2019,97,160,2,2,2.789
14493,23/04/2020,101,268,23,4,4.27
14494,24/04/2018,103,296,19,3,4.879
14495,07/04/2015,90,288,5,2,1.229
14496,23/12/2018,41,17,8,4,5.389
14497,28/07/2017,153,32,2,3,2.789
14498,28/12/2018,237,256,9,3,2.319
14499,20/03/2020,311,138,21,4,6.119
14500,24/12/2016,224,246,7,4,2.919
14501,13/02/2016,317,130,16,2,5.109
14502,04/01/2016,451,142,12,3,1.899
14503,04/02/2018,490,245,9,4,2.319
14504,10/07/2019,249,169,6,3,1.589
14505,18/01/2018,402,204,6,4,1.589
14506,06/05/2016,88,98,23,2,4.27
14507,16/04/2017,484,157,8,3,5.389
14508,11/10/2017,363,72,13,3,3.279
14509,20/01/2016,65,25,5,3,1.229
14510,09/05/2015,295,5,13,2,3.279
14511,26/01/2019,78,207,21,3,6.119
14512,10/10/2020,201,238,12,2,1.899
14513,08/10/2020,196,57,8,1,5.389
14514,09/08/2015,286,280,12,3,1.899
14515,14/11/2020,431,290,9,4,2.319
14516,01/07/2017,275,204,20,2,5.119
14517,26/12/2018,200,54,10,3,3.131
14518,27/05/2015,31,241,7,2,2.919
14519,16/03/2019,484,71,16,2,5.109
14520,24/11/2016,183,261,14,4,3.519
14521,10/09/2017,103,207,21,1,6.119
14522,01/12/2018,382,117,22,1,8.279
14523,27/02/2017,398,209,20,3,5.119
14524,04/01/2015,272,14,19,1,4.879
14525,02/10/2019,418,84,23,4,4.27
14526,13/01/2017,386,240,15,2,6.219
14527,19/09/2020,380,264,20,2,5.119
14528,21/09/2019,363,84,16,3,5.109
14529,05/08/2016,200,223,5,1,1.229
14530,25/01/2015,255,156,4,1,4.149
14531,04/09/2016,244,224,3,2,4.269
14532,09/06/2016,54,115,22,4,8.279
14533,11/08/2016,354,186,15,4,6.219
14534,10/11/2018,106,58,22,3,8.279
14535,15/10/2020,54,218,21,4,6.119
14536,12/08/2017,453,259,11,4,2.789
14537,28/11/2018,192,244,20,4,5.119
14538,30/11/2016,462,218,16,3,5.109
14539,29/03/2018,21,103,12,3,1.899
14540,17/12/2020,101,268,19,2,4.879
14541,31/10/2016,138,95,21,2,6.119
14542,19/12/2017,21,173,2,2,2.789
14543,24/04/2020,152,261,23,3,4.27
14544,04/04/2015,269,277,6,2,1.589
14545,06/03/2019,273,28,17,3,4.719
14546,23/06/2020,390,109,20,4,5.119
14547,15/06/2016,108,16,17,1,4.719
14548,06/04/2019,65,44,2,3,2.789
14549,31/07/2019,233,221,8,4,5.389
14550,17/04/2020,301,84,17,3,4.719
14551,15/10/2017,314,50,11,2,2.789
14552,12/05/2018,223,228,9,4,2.319
14553,05/01/2019,323,53,21,4,6.119
14554,18/10/2016,306,151,2,4,2.789
14555,29/01/2020,306,68,4,3,4.149
14556,07/09/2016,21,295,21,2,6.119
14557,20/08/2017,371,198,19,4,4.879
14558,03/07/2016,87,32,11,2,2.789
14559,23/01/2017,492,233,22,4,8.279
14560,26/06/2015,20,93,7,4,2.919
14561,25/05/2020,367,80,7,1,2.919
14562,03/06/2015,433,46,19,4,4.879
14563,20/09/2019,305,215,14,2,3.519
14564,10/12/2016,432,88,15,3,6.219
14565,23/07/2019,325,249,3,3,4.269
14566,18/12/2020,91,267,16,4,5.109
14567,09/05/2019,396,83,14,4,3.519
14568,03/03/2018,358,97,15,2,6.219
14569,03/03/2017,483,273,11,3,2.789
14570,02/05/2015,259,280,3,3,4.269
14571,14/08/2020,186,115,12,3,1.899
14572,21/05/2019,410,241,17,4,4.719
14573,03/06/2019,159,258,18,1,4.561
14574,07/09/2019,55,235,12,2,1.899
14575,15/05/2020,4,273,3,1,4.269
14576,17/12/2016,5,201,19,3,4.879
14577,28/01/2017,238,18,18,2,4.561
14578,18/06/2019,44,113,8,1,5.389
14579,05/11/2018,46,125,3,4,4.269
14580,14/08/2016,317,148,14,1,3.519
14581,01/10/2017,237,288,20,2,5.119
14582,28/05/2018,238,31,9,4,2.319
14583,05/10/2020,369,86,7,2,2.919
14584,20/09/2019,195,77,6,1,1.589
14585,13/07/2018,240,108,17,2,4.719
14586,09/10/2020,365,102,7,3,2.919
14587,06/05/2016,99,175,18,2,4.561
14588,04/01/2017,457,23,8,1,5.389
14589,17/02/2019,300,109,19,1,4.879
14590,19/01/2019,180,31,12,2,1.899
14591,19/12/2020,273,32,16,2,5.109
14592,14/02/2016,232,269,12,4,1.899
14593,16/09/2019,242,129,18,4,4.561
14594,01/02/2018,350,151,2,2,2.789
14595,11/05/2016,250,157,15,4,6.219
14596,01/10/2015,377,195,17,4,4.719
14597,18/10/2016,130,262,7,3,2.919
14598,06/09/2016,201,202,2,4,2.789
14599,16/01/2020,129,185,10,2,3.131
14600,22/02/2020,402,24,11,3,2.789
14601,19/02/2018,477,227,23,1,4.27
14602,25/01/2019,330,198,4,1,4.149
14603,04/08/2017,114,197,2,1,2.789
14604,06/11/2016,302,66,16,1,5.109
14605,29/05/2018,51,293,18,1,4.561
14606,02/03/2018,35,83,4,1,4.149
14607,18/07/2015,333,116,17,4,4.719
14608,09/11/2018,167,38,14,3,3.519
14609,28/09/2017,40,108,19,2,4.879
14610,12/07/2017,460,223,10,1,3.131
14611,07/03/2018,284,124,16,3,5.109
14612,15/11/2016,159,255,3,3,4.269
14613,22/10/2017,445,135,18,2,4.561
14614,27/04/2017,453,138,21,1,6.119
14615,11/04/2015,459,178,13,1,3.279
14616,19/02/2018,152,204,23,1,4.27
14617,09/03/2020,314,38,12,1,1.899
14618,07/05/2019,286,89,6,4,1.589
14619,17/05/2020,117,295,5,4,1.229
14620,06/08/2019,354,94,12,4,1.899
14621,08/09/2016,54,38,13,4,3.279
14622,21/05/2016,315,154,7,2,2.919
14623,05/11/2019,278,292,16,1,5.109
14624,27/03/2019,357,47,15,2,6.219
14625,25/03/2020,371,248,9,3,2.319
14626,01/02/2020,305,170,18,2,4.561
14627,10/11/2018,113,48,18,2,4.561
14628,25/12/2016,29,104,16,3,5.109
14629,08/04/2019,365,271,7,1,2.919
14630,25/09/2019,242,47,9,4,2.319
14631,08/06/2015,117,286,14,3,3.519
14632,12/01/2020,210,235,21,3,6.119
14633,15/05/2016,163,128,17,1,4.719
14634,24/08/2019,282,273,8,1,5.389
14635,09/02/2017,359,297,10,4,3.131
14636,12/03/2017,345,227,20,3,5.119
14637,26/12/2017,291,238,17,2,4.719
14638,07/03/2018,253,72,4,3,4.149
14639,07/07/2019,293,246,22,1,8.279
14640,31/03/2015,147,9,7,3,2.919
14641,05/04/2020,318,237,11,3,2.789
14642,25/11/2015,411,21,9,2,2.319
14643,29/11/2015,337,123,14,3,3.519
14644,07/10/2020,238,212,6,3,1.589
14645,26/11/2016,173,47,11,1,2.789
14646,14/07/2018,19,13,15,3,6.219
14647,19/03/2018,68,266,6,3,1.589
14648,21/11/2016,399,213,6,4,1.589
14649,19/02/2020,62,272,4,2,4.149
14650,26/08/2015,278,54,13,4,3.279
14651,18/11/2019,138,258,18,4,4.561
14652,21/10/2020,196,192,13,1,3.279
14653,25/12/2018,113,201,7,2,2.919
14654,16/01/2018,380,273,9,3,2.319
14655,26/03/2019,245,100,5,2,1.229
14656,29/11/2015,408,77,21,4,6.119
14657,03/11/2016,435,173,20,3,5.119
14658,21/08/2016,297,199,5,1,1.229
14659,06/12/2018,160,230,19,4,4.879
14660,24/02/2020,241,100,18,2,4.561
14661,07/11/2019,430,57,8,4,5.389
14662,08/07/2015,145,108,14,2,3.519
14663,03/11/2017,411,140,6,2,1.589
14664,14/11/2015,133,158,3,1,4.269
14665,15/10/2020,260,112,12,2,1.899
14666,30/04/2015,159,231,16,4,5.109
14667,02/10/2015,477,78,10,3,3.131
14668,03/09/2016,205,248,2,1,2.789
14669,28/02/2016,355,246,18,4,4.561
14670,02/04/2017,254,189,10,1,3.131
14671,08/05/2017,143,208,9,2,2.319
14672,13/11/2017,276,25,16,1,5.109
14673,07/10/2018,469,67,18,4,4.561
14674,25/12/2018,92,260,20,2,5.119
14675,05/12/2018,101,124,8,4,5.389
14676,25/01/2015,58,205,20,3,5.119
14677,30/11/2019,33,260,8,2,5.389
14678,02/05/2017,498,174,15,2,6.219
14679,02/08/2018,459,91,18,4,4.561
14680,13/04/2019,227,18,7,3,2.919
14681,22/03/2015,240,74,15,1,6.219
14682,23/03/2018,302,245,11,1,2.789
14683,30/10/2017,317,111,10,3,3.131
14684,09/10/2016,424,250,3,2,4.269
14685,30/11/2016,387,287,9,3,2.319
14686,12/08/2015,368,195,7,2,2.919
14687,14/10/2015,28,169,23,1,4.27
14688,16/11/2019,360,296,5,1,1.229
14689,05/10/2019,201,185,8,1,5.389
14690,12/07/2015,281,284,13,4,3.279
14691,07/09/2017,60,3,20,4,5.119
14692,22/04/2016,262,239,4,4,4.149
14693,03/09/2016,325,218,6,3,1.589
14694,20/01/2016,442,53,5,1,1.229
14695,06/03/2018,138,97,11,2,2.789
14696,23/11/2018,143,246,7,1,2.919
14697,28/02/2015,260,122,6,4,1.589
14698,20/02/2017,77,241,10,4,3.131
14699,01/04/2019,464,298,19,1,4.879
14700,06/06/2019,435,118,13,2,3.279
14701,09/12/2020,272,166,17,2,4.719
14702,09/04/2019,158,238,9,3,2.319
14703,06/08/2020,476,19,19,1,4.879
14704,02/12/2016,334,111,2,3,2.789
14705,19/12/2018,131,102,12,3,1.899
14706,15/08/2017,205,35,11,2,2.789
14707,20/10/2018,385,250,20,2,5.119
14708,18/03/2017,474,163,5,2,1.229
14709,06/04/2019,24,153,19,3,4.879
14710,08/06/2015,229,26,16,4,5.109
14711,20/12/2020,137,4,16,2,5.109
14712,22/05/2017,175,290,2,3,2.789
14713,31/07/2017,243,85,2,2,2.789
14714,23/07/2017,88,195,13,1,3.279
14715,19/04/2015,242,145,13,4,3.279
14716,24/01/2017,105,87,17,1,4.719
14717,10/10/2019,110,146,10,4,3.131
14718,12/05/2015,488,293,20,1,5.119
14719,21/04/2019,212,56,20,3,5.119
14720,18/01/2015,455,102,7,3,2.919
14721,28/12/2015,361,4,19,2,4.879
14722,20/12/2017,140,238,21,2,6.119
14723,24/02/2019,108,195,9,1,2.319
14724,31/05/2018,73,172,16,2,5.109
14725,11/10/2020,483,198,16,4,5.109
14726,03/02/2017,141,274,18,2,4.561
14727,18/05/2020,261,226,4,1,4.149
14728,27/01/2019,375,8,2,1,2.789
14729,19/11/2019,409,139,3,3,4.269
14730,17/03/2017,13,91,3,1,4.269
14731,02/10/2019,326,245,12,4,1.899
14732,11/05/2019,91,203,11,1,2.789
14733,10/11/2015,211,263,4,1,4.149
14734,24/06/2020,219,75,14,3,3.519
14735,29/10/2018,77,141,4,4,4.149
14736,25/04/2015,70,158,6,2,1.589
14737,17/04/2020,117,123,23,1,4.27
14738,19/10/2020,151,34,13,1,3.279
14739,20/04/2018,489,247,18,4,4.561
14740,10/06/2017,495,176,5,2,1.229
14741,01/08/2019,37,134,18,1,4.561
14742,17/05/2015,498,48,15,2,6.219
14743,15/01/2015,188,206,13,2,3.279
14744,24/06/2018,13,288,8,1,5.389
14745,06/02/2016,455,94,6,3,1.589
14746,22/09/2015,105,109,14,3,3.519
14747,11/05/2015,13,205,5,2,1.229
14748,11/01/2020,83,135,5,3,1.229
14749,11/03/2015,55,165,13,4,3.279
14750,09/01/2015,421,185,10,1,3.131
14751,19/06/2020,46,211,4,2,4.149
14752,26/11/2018,435,286,10,3,3.131
14753,16/03/2018,310,288,15,4,6.219
14754,18/02/2019,352,209,11,2,2.789
14755,12/05/2015,388,94,7,4,2.919
14756,01/09/2015,204,134,18,4,4.561
14757,24/10/2017,493,23,19,2,4.879
14758,14/10/2018,319,91,17,2,4.719
14759,28/04/2017,256,233,9,2,2.319
14760,06/05/2020,232,94,9,1,2.319
14761,16/11/2018,137,63,13,3,3.279
14762,06/08/2015,46,151,3,2,4.269
14763,12/12/2016,86,177,5,2,1.229
14764,12/01/2018,286,28,21,1,6.119
14765,25/02/2015,178,115,13,2,3.279
14766,19/07/2017,206,5,15,1,6.219
14767,29/09/2016,70,29,3,2,4.269
14768,06/09/2018,310,162,8,2,5.389
14769,06/05/2017,67,50,17,4,4.719
14770,04/06/2016,448,71,11,3,2.789
14771,07/04/2015,131,252,17,3,4.719
14772,30/08/2017,258,3,17,2,4.719
14773,04/05/2015,469,184,6,2,1.589
14774,25/03/2015,206,39,5,4,1.229
14775,17/04/2018,496,54,6,1,1.589
14776,16/01/2018,471,277,11,1,2.789
14777,18/12/2017,292,112,13,4,3.279
14778,04/08/2018,77,116,5,2,1.229
14779,16/05/2016,431,221,10,1,3.131
14780,24/10/2017,89,7,13,2,3.279
14781,11/11/2019,182,220,16,1,5.109
14782,22/07/2020,149,295,3,4,4.269
14783,16/10/2018,9,30,17,2,4.719
14784,20/11/2016,69,137,14,1,3.519
14785,13/05/2020,396,106,13,2,3.279
14786,29/07/2017,479,196,14,4,3.519
14787,03/03/2018,172,185,15,4,6.219
14788,28/05/2018,113,188,8,4,5.389
14789,15/01/2018,230,5,7,2,2.919
14790,15/08/2020,407,237,2,3,2.789
14791,08/09/2016,392,180,17,4,4.719
14792,26/05/2017,272,3,8,1,5.389
14793,09/04/2018,447,85,12,1,1.899
14794,28/11/2015,442,145,22,2,8.279
14795,18/09/2018,108,62,19,2,4.879
14796,02/03/2015,141,197,3,2,4.269
14797,14/06/2015,348,64,7,2,2.919
14798,28/09/2017,331,23,22,2,8.279
14799,28/09/2017,114,95,15,3,6.219
14800,14/05/2020,454,22,15,4,6.219
14801,12/07/2019,166,74,8,2,5.389
14802,29/07/2015,338,35,8,1,5.389
14803,20/01/2016,275,286,19,3,4.879
14804,27/12/2018,165,65,8,2,5.389
14805,19/03/2016,381,290,10,2,3.131
14806,13/12/2015,267,180,18,2,4.561
14807,18/03/2020,127,267,8,2,5.389
14808,20/08/2016,471,115,22,2,8.279
14809,24/12/2017,195,237,20,2,5.119
14810,23/04/2016,134,160,5,4,1.229
14811,02/02/2016,252,80,16,2,5.109
14812,07/07/2020,30,236,18,2,4.561
14813,23/02/2016,37,158,17,1,4.719
14814,02/08/2019,407,100,18,3,4.561
14815,20/11/2015,297,172,21,3,6.119
14816,17/11/2017,129,185,2,1,2.789
14817,20/03/2017,90,231,5,1,1.229
14818,16/02/2018,442,67,12,2,1.899
14819,19/10/2018,9,104,12,2,1.899
14820,31/07/2020,97,141,8,3,5.389
14821,01/09/2018,225,98,13,4,3.279
14822,09/10/2019,472,232,16,3,5.109
14823,31/07/2019,208,127,22,2,8.279
14824,03/08/2017,124,206,7,1,2.919
14825,26/10/2017,237,270,5,2,1.229
14826,16/08/2015,265,18,7,3,2.919
14827,25/09/2018,383,218,2,3,2.789
14828,16/10/2015,55,283,6,1,1.589
14829,08/11/2019,461,31,4,2,4.149
14830,06/12/2020,317,153,6,3,1.589
14831,01/06/2020,461,187,6,1,1.589
14832,28/09/2016,380,286,20,4,5.119
14833,20/03/2020,458,250,9,4,2.319
14834,22/04/2019,266,11,22,4,8.279
14835,11/07/2020,451,61,14,4,3.519
14836,07/09/2020,345,78,22,2,8.279
14837,22/08/2018,159,206,17,4,4.719
14838,29/01/2020,278,203,7,3,2.919
14839,18/09/2016,397,87,19,4,4.879
14840,18/10/2020,142,159,10,3,3.131
14841,10/01/2016,12,100,7,1,2.919
14842,27/11/2019,286,14,22,4,8.279
14843,07/01/2016,100,212,14,2,3.519
14844,09/12/2016,497,256,2,1,2.789
14845,29/04/2020,313,236,8,1,5.389
14846,15/04/2016,399,22,3,2,4.269
14847,08/10/2017,427,121,11,2,2.789
14848,07/02/2015,314,106,10,1,3.131
14849,09/12/2020,403,131,23,3,4.27
14850,01/05/2020,403,221,4,2,4.149
14851,26/08/2019,389,186,8,3,5.389
14852,12/03/2018,349,169,11,2,2.789
14853,09/10/2015,391,197,6,2,1.589
14854,06/11/2016,438,194,14,3,3.519
14855,12/05/2016,237,174,14,3,3.519
14856,02/08/2018,61,67,14,2,3.519
14857,25/10/2018,303,120,22,3,8.279
14858,12/02/2015,352,42,14,2,3.519
14859,19/09/2020,134,256,15,1,6.219
14860,29/03/2015,445,171,3,2,4.269
14861,11/12/2019,52,73,11,2,2.789
14862,28/11/2019,344,4,6,4,1.589
14863,22/02/2018,8,55,6,1,1.589
14864,06/09/2019,254,112,4,4,4.149
14865,25/07/2018,171,24,3,2,4.269
14866,04/07/2017,481,234,6,3,1.589
14867,14/07/2017,410,157,3,3,4.269
14868,19/02/2017,253,173,16,4,5.109
14869,18/08/2020,406,63,2,2,2.789
14870,27/12/2019,277,235,8,3,5.389
14871,07/07/2016,26,195,20,2,5.119
14872,18/01/2016,227,120,23,1,4.27
14873,26/06/2019,497,270,21,3,6.119
14874,05/02/2020,164,161,13,1,3.279
14875,02/08/2019,69,78,7,2,2.919
14876,16/07/2017,280,204,6,2,1.589
14877,22/10/2018,117,15,14,2,3.519
14878,05/04/2017,159,234,16,3,5.109
14879,29/05/2017,411,25,3,3,4.269
14880,12/05/2019,107,60,3,3,4.269
14881,04/06/2019,490,76,6,2,1.589
14882,08/08/2018,17,51,19,1,4.879
14883,02/12/2017,111,30,20,2,5.119
14884,14/12/2017,83,35,7,2,2.919
14885,15/01/2017,252,103,9,4,2.319
14886,15/02/2018,109,80,21,4,6.119
14887,08/12/2019,30,40,11,4,2.789
14888,26/02/2015,31,295,10,3,3.131
14889,06/07/2018,23,224,10,3,3.131
14890,10/12/2016,210,248,8,3,5.389
14891,05/04/2015,490,169,18,1,4.561
14892,18/12/2016,219,81,4,1,4.149
14893,17/05/2018,225,116,11,4,2.789
14894,03/08/2017,155,226,18,4,4.561
14895,26/06/2020,481,230,6,1,1.589
14896,26/04/2017,52,158,15,1,6.219
14897,31/08/2018,153,177,17,1,4.719
14898,23/02/2020,499,231,20,3,5.119
14899,11/04/2015,261,204,17,3,4.719
14900,02/10/2018,73,190,12,2,1.899
14901,20/03/2020,41,167,3,4,4.269
14902,09/10/2015,66,217,15,3,6.219
14903,11/09/2015,346,117,11,2,2.789
14904,14/10/2018,277,72,18,4,4.561
14905,20/08/2018,130,156,12,2,1.899
14906,01/09/2017,217,262,4,3,4.149
14907,01/07/2020,263,144,5,3,1.229
14908,15/12/2017,115,259,9,1,2.319
14909,21/08/2015,280,77,11,2,2.789
14910,26/03/2019,168,3,21,4,6.119
14911,27/01/2020,345,185,19,2,4.879
14912,26/10/2016,113,54,14,1,3.519
14913,26/02/2017,128,232,17,4,4.719
14914,11/09/2016,7,192,19,1,4.879
14915,26/06/2017,237,52,23,3,4.27
14916,01/04/2016,92,122,9,3,2.319
14917,24/07/2020,406,48,7,3,2.919
14918,08/12/2020,484,140,9,3,2.319
14919,13/03/2017,45,244,13,4,3.279
14920,04/03/2017,478,229,3,1,4.269
14921,22/05/2016,491,252,5,2,1.229
14922,05/06/2020,97,117,20,3,5.119
14923,17/07/2018,66,133,23,3,4.27
14924,13/04/2019,285,279,19,4,4.879
14925,09/06/2017,382,51,8,2,5.389
14926,16/05/2019,369,83,14,4,3.519
14927,23/04/2015,141,193,16,3,5.109
14928,02/11/2019,230,265,16,3,5.109
14929,13/06/2015,191,31,13,4,3.279
14930,03/01/2017,172,3,11,1,2.789
14931,13/02/2018,447,117,7,1,2.919
14932,20/08/2015,441,267,15,4,6.219
14933,11/09/2020,42,237,12,4,1.899
14934,06/02/2019,395,211,18,2,4.561
14935,11/01/2019,495,203,11,1,2.789
14936,19/04/2016,344,48,20,2,5.119
14937,25/03/2019,448,39,9,2,2.319
14938,18/01/2016,13,120,17,1,4.719
14939,23/03/2019,16,201,19,3,4.879
14940,20/02/2017,12,30,6,1,1.589
14941,27/10/2018,325,119,16,3,5.109
14942,30/12/2018,74,131,22,4,8.279
14943,20/09/2015,456,15,7,2,2.919
14944,18/07/2015,122,111,18,2,4.561
14945,09/03/2015,224,270,12,4,1.899
14946,15/12/2015,441,106,2,1,2.789
14947,10/10/2016,246,86,15,2,6.219
14948,15/03/2016,313,211,8,4,5.389
14949,02/06/2015,458,114,5,1,1.229
14950,27/04/2017,80,178,2,1,2.789
14951,22/01/2020,444,285,21,4,6.119
14952,25/08/2016,260,157,3,1,4.269
14953,14/09/2020,134,142,17,4,4.719
14954,16/07/2015,16,213,15,4,6.219
14955,19/08/2015,376,253,6,2,1.589
14956,15/04/2015,81,116,12,2,1.899
14957,16/09/2019,447,290,5,3,1.229
14958,05/11/2017,81,36,11,3,2.789
14959,23/07/2017,174,238,12,1,1.899
14960,04/12/2016,409,262,17,4,4.719
14961,19/12/2019,350,85,13,3,3.279
14962,05/08/2015,91,137,9,2,2.319
14963,14/11/2015,355,270,12,4,1.899
14964,05/10/2016,205,128,16,4,5.109
14965,27/10/2020,497,221,17,3,4.719
14966,18/03/2018,24,38,15,2,6.219
14967,23/08/2018,14,82,17,1,4.719
14968,30/04/2015,320,6,21,1,6.119
14969,26/08/2017,78,80,18,3,4.561
14970,28/07/2015,167,49,12,2,1.899
14971,19/02/2016,492,114,21,2,6.119
14972,01/06/2015,440,166,5,4,1.229
14973,29/06/2019,130,8,13,1,3.279
14974,01/01/2015,183,150,10,2,3.131
14975,31/03/2016,70,184,11,1,2.789
14976,28/11/2019,296,26,5,4,1.229
14977,23/05/2017,157,91,6,1,1.589
14978,26/07/2018,370,11,9,1,2.319
14979,27/05/2017,461,265,23,3,4.27
14980,30/04/2016,449,63,9,4,2.319
14981,05/02/2015,178,95,17,3,4.719
14982,22/09/2019,120,27,21,2,6.119
14983,14/11/2016,446,57,12,3,1.899
14984,09/02/2019,388,177,11,3,2.789
14985,24/11/2020,23,282,21,2,6.119
14986,08/07/2020,157,77,4,3,4.149
14987,02/05/2017,324,13,16,1,5.109
14988,29/04/2020,60,285,21,4,6.119
14989,22/02/2016,267,63,5,3,1.229
14990,09/02/2017,229,129,20,3,5.119
14991,27/03/2018,294,216,14,3,3.519
14992,25/05/2020,425,208,23,2,4.27
14993,25/04/2017,421,111,14,4,3.519
14994,09/11/2020,350,21,18,2,4.561
14995,01/05/2017,148,77,10,4,3.131
14996,17/11/2017,472,232,16,3,5.109
14997,29/01/2015,451,286,3,3,4.269
14998,28/05/2017,429,190,15,1,6.219
14999,08/11/2020,46,139,6,3,1.589
15000,06/02/2020,51,56,14,4,3.519
15001,05/03/2019,292,242,17,3,4.719
15002,23/02/2018,197,65,9,2,2.319
15003,21/04/2015,242,105,21,3,6.119
15004,19/03/2018,416,265,14,1,3.519
15005,14/03/2016,61,39,9,3,2.319
15006,26/05/2017,224,110,9,1,2.319
15007,20/09/2020,24,210,18,2,4.561
15008,07/11/2018,478,136,12,2,1.899
15009,29/07/2016,263,172,8,3,5.389
15010,28/08/2019,25,283,9,3,2.319
15011,25/01/2018,500,24,9,1,2.319
15012,09/07/2019,425,294,13,3,3.279
15013,16/12/2018,370,56,20,4,5.119
15014,16/09/2020,70,22,21,1,6.119
15015,01/04/2016,159,274,13,1,3.279
15016,17/10/2016,430,120,18,2,4.561
15017,16/11/2018,41,293,9,1,2.319
15018,11/08/2015,182,148,20,3,5.119
15019,16/12/2017,239,28,16,4,5.109
15020,10/04/2018,266,2,22,3,8.279
15021,13/01/2017,331,198,18,1,4.561
15022,24/05/2020,128,77,3,4,4.269
15023,09/12/2016,137,146,3,4,4.269
15024,19/11/2015,420,146,7,1,2.919
15025,16/06/2015,76,209,10,1,3.131
15026,04/07/2015,487,125,5,4,1.229
15027,14/02/2015,283,68,8,3,5.389
15028,17/06/2017,317,31,22,1,8.279
15029,17/01/2017,159,98,8,3,5.389
15030,13/09/2017,153,6,14,4,3.519
15031,05/03/2016,4,250,23,4,4.27
15032,06/11/2016,159,266,8,3,5.389
15033,20/05/2018,113,50,11,2,2.789
15034,18/02/2017,80,146,14,4,3.519
15035,06/11/2018,76,286,11,1,2.789
15036,19/10/2016,234,275,11,4,2.789
15037,06/11/2017,142,42,21,4,6.119
15038,29/10/2017,420,270,19,2,4.879
15039,11/02/2018,109,271,18,1,4.561
15040,08/08/2016,354,196,19,4,4.879
15041,19/03/2020,385,24,11,3,2.789
15042,07/11/2016,405,193,10,4,3.131
15043,15/06/2015,129,63,19,3,4.879
15044,22/06/2020,444,153,6,2,1.589
15045,21/01/2016,399,67,15,4,6.219
15046,21/08/2019,96,292,12,4,1.899
15047,24/06/2015,349,160,12,1,1.899
15048,05/10/2015,114,269,22,4,8.279
15049,12/06/2017,85,208,12,2,1.899
15050,17/03/2019,355,4,18,1,4.561
15051,10/12/2018,393,55,14,1,3.519
15052,27/08/2016,216,167,20,2,5.119
15053,27/12/2015,17,9,20,2,5.119
15054,08/12/2017,291,289,20,3,5.119
15055,18/03/2020,204,283,20,4,5.119
15056,28/03/2015,315,216,10,2,3.131
15057,19/12/2019,290,135,2,2,2.789
15058,10/10/2015,162,282,17,3,4.719
15059,24/04/2016,267,254,10,1,3.131
15060,07/09/2018,484,214,11,2,2.789
15061,28/07/2019,264,92,14,1,3.519
15062,25/11/2015,305,10,5,2,1.229
15063,10/12/2017,124,300,3,3,4.269
15064,01/03/2019,37,171,10,2,3.131
